"MLDS","MLWS","R10mm","R20mm","Rx1day","Rx5day","R95p","R99p","Rtotal","SDII"
7,36,42,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1674.91999840736,5.90823528818967
7,36,42,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1674.91999840736,5.90823528818967
7,36,42,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1674.91999840736,5.90823528818967
7,36,44,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1691.09999811649,5.96422144635274
7,36,42,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1674.91999840736,5.90823528818967
7,36,43,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1680.5999982357,5.92788926683444
7,36,43,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1680.5999982357,5.92788926683444
7,36,43,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1680.5999982357,5.92788926683444
7,36,44,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1691.09999811649,5.96422144635274
7,36,42,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1674.91999840736,5.90823528818967
7,36,43,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1680.5999982357,5.92788926683444
7,36,43,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1680.5999982357,5.92788926683444
7,36,43,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1680.5999982357,5.92788926683444
7,36,43,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1680.5999982357,5.92788926683444
7,36,43,1,23.4699993133545,60.1599988937378,301.829998016357,80.8499984741211,1680.5999982357,5.92788926683444
8,33,34,0,19.7700004577637,55.7300004959106,265.940000534058,73.7800006866455,1528.15000212193,5.8464552319136
7,39,32,4,25.1900005340576,61.2300004959106,286.670002937317,90.0100021362305,1736.02000176907,6.13899306160682
8,33,33,0,19.7700004577637,55.7300004959106,265.940000534058,73.7800006866455,1517.38000166416,5.80626866304135
7,39,32,4,25.1900005340576,61.2300004959106,286.670002937317,90.0100021362305,1736.02000176907,6.13899306160682
8,33,34,0,19.7700004577637,55.7300004959106,265.940000534058,73.7800006866455,1528.15000212193,5.8464552319136
8,33,34,0,19.7700004577637,55.7300004959106,265.940000534058,73.7800006866455,1528.15000212193,5.8464552319136
8,33,34,0,19.7700004577637,55.7300004959106,265.940000534058,73.7800006866455,1528.15000212193,5.8464552319136
8,33,34,0,19.7700004577637,55.7300004959106,265.940000534058,73.7800006866455,1528.15000212193,5.8464552319136
7,39,32,4,25.1900005340576,61.2300004959106,286.670002937317,90.0100021362305,1738.63000190258,6.14805556207042
7,39,32,4,25.1900005340576,61.2300004959106,286.670002937317,90.0100021362305,1738.63000190258,6.14805556207042
7,39,32,4,25.1900005340576,61.2300004959106,286.670002937317,90.0100021362305,1738.63000190258,6.14805556207042
7,39,32,4,25.1900005340576,61.2300004959106,286.670002937317,90.0100021362305,1738.63000190258,6.14805556207042
7,39,32,4,25.1900005340576,61.2300004959106,286.670002937317,90.0100021362305,1738.63000190258,6.14805556207042
7,39,32,4,25.1900005340576,61.2300004959106,286.670002937317,90.0100021362305,1738.63000190258,6.14805556207042
7,39,32,4,25.1900005340576,61.2300004959106,286.670002937317,90.0100021362305,1738.63000190258,6.14805556207042
7,39,32,4,25.1900005340576,61.2300004959106,286.670002937317,90.0100021362305,1738.63000190258,6.14805556207042
12,57,75,8,44.0400009155273,82.3300013542175,410.929997444153,138.869998931885,2402.9099919796,7.91859474526779
12,57,75,8,44.0400009155273,82.3300013542175,410.929997444153,138.869998931885,2402.9099919796,7.91859474526779
16,57,38,7,36.2599983215332,77.4700002670288,370.170000076294,129.020000457764,1901.3799983263,6.52505084201062
16,57,37,6,36.2599983215332,71.8299989700317,358.069999694824,122.940000534058,1870.29999709129,6.39533782816442
16,57,38,7,36.2599983215332,77.4700002670288,370.170000076294,129.020000457764,1901.3799983263,6.52505084201062
16,57,37,6,36.2599983215332,71.8299989700317,358.069999694824,122.940000534058,1870.29999709129,6.39533782816442
16,57,39,7,36.2599983215332,77.4700002670288,370.170000076294,129.020000457764,1907.24999821186,6.54494914670743
16,57,38,7,36.2599983215332,77.4700002670288,370.170000076294,129.020000457764,1901.3799983263,6.52505084201062
16,57,38,7,36.2599983215332,77.4700002670288,370.170000076294,129.020000457764,1901.3799983263,6.52505084201062
12,57,75,8,44.0400009155273,82.3300013542175,410.929997444153,138.869998931885,2402.9099919796,7.91859474526779
12,57,75,8,44.0400009155273,82.3300013542175,410.929997444153,138.869998931885,2402.9099919796,7.91859474526779
12,57,75,8,44.0400009155273,82.3300013542175,410.929997444153,138.869998931885,2402.9099919796,7.91859474526779
12,57,75,8,44.0400009155273,82.3300013542175,410.929997444153,138.869998931885,2402.9099919796,7.91859474526779
12,57,75,8,44.0400009155273,82.3300013542175,410.929997444153,138.869998931885,2402.9099919796,7.91859474526779
12,57,75,8,44.0400009155273,82.3300013542175,410.929997444153,138.869998931885,2402.9099919796,7.91859474526779
12,57,75,8,44.0400009155273,82.3300013542175,410.929997444153,138.869998931885,2402.9099919796,7.91859474526779
12,57,75,8,44.0400009155273,82.3300013542175,410.929997444153,138.869998931885,2402.9099919796,7.91859474526779
12,57,75,8,44.0400009155273,82.3300013542175,410.929997444153,138.869998931885,2402.9099919796,7.91859474526779
12,57,75,8,44.0400009155273,82.3300013542175,410.929997444153,138.869998931885,2402.9099919796,7.91859474526779
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
7,53,55,6,23.9500007629395,61.7400002479553,353.21000289917,92.9000015258789,2176.10000884533,7.16693813943513
7,53,55,6,23.9500007629395,61.7400002479553,353.21000289917,92.9000015258789,2176.10000884533,7.16693813943513
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
7,52,54,5,23.9500007629395,57.66000187397,345.550004005432,89.9200019836426,2122.45000874996,7.06707239714696
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
7,61,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2174.00000751019,7.1347402840756
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
7,62,57,5,23.9500007629395,66.1499996185303,346.040001869202,91.4000015258789,2181.26000714302,7.15831171145493
22,20,25,2,26.0699996948242,56.9900002479553,292.209999084473,87.1900005340576,1031.08999717236,5.82437836291218
22,20,25,2,26.0699996948242,56.9900002479553,292.209999084473,87.1900005340576,1031.08999717236,5.82437836291218
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1045.06999671459,5.8677419176205
22,20,25,2,26.0699996948242,56.9900002479553,292.209999084473,87.1900005340576,1031.08999717236,5.82437836291218
22,20,25,2,26.0699996948242,56.9900002479553,292.209999084473,87.1900005340576,1031.08999717236,5.82437836291218
22,20,25,2,26.0699996948242,56.9900002479553,292.209999084473,87.1900005340576,1031.08999717236,5.82437836291218
22,20,25,2,26.0699996948242,56.9900002479553,292.209999084473,87.1900005340576,1031.08999717236,5.82437836291218
22,20,25,2,26.0699996948242,56.9900002479553,292.209999084473,87.1900005340576,1031.08999717236,5.82437836291218
22,20,25,2,26.0699996948242,56.9900002479553,292.209999084473,87.1900005340576,1031.08999717236,5.82437836291218
19,17,39,1,20.1100006103516,63.8199996948242,313.840000152588,77.7800006866455,1242.52999925613,6.75565444643936
19,17,39,1,20.1100006103516,63.8199996948242,313.840000152588,77.7800006866455,1237.73999929428,6.76747368057504
19,17,39,1,20.1100006103516,63.8199996948242,313.840000152588,77.7800006866455,1242.52999925613,6.75565444643936
19,17,39,1,20.1100006103516,63.8199996948242,313.840000152588,77.7800006866455,1242.52999925613,6.75565444643936
19,17,39,1,20.1100006103516,63.8199996948242,313.840000152588,77.7800006866455,1242.52999925613,6.75565444643936
19,17,39,1,20.1100006103516,63.8199996948242,313.840000152588,77.7800006866455,1237.73999929428,6.76747368057504
19,17,39,1,20.1100006103516,63.8199996948242,313.840000152588,77.7800006866455,1242.52999925613,6.75565444643936
19,17,39,1,20.1100006103516,63.8199996948242,313.840000152588,77.7800006866455,1242.52999925613,6.75565444643936
19,17,39,1,20.1100006103516,63.8199996948242,313.840000152588,77.7800006866455,1242.52999925613,6.75565444643936
19,17,39,1,20.1100006103516,63.8199996948242,313.840000152588,77.7800006866455,1237.73999929428,6.76747368057504
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1046.09999668598,5.84139035639159
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1046.09999668598,5.84139035639159
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1046.09999668598,5.84139035639159
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1046.09999668598,5.84139035639159
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1046.09999668598,5.84139035639159
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1046.09999668598,5.84139035639159
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1046.09999668598,5.84139035639159
22,20,25,2,26.0699996948242,56.9900002479553,292.209999084473,87.1900005340576,1031.08999717236,5.82437836291218
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1045.06999671459,5.8677419176205
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1045.06999671459,5.8677419176205
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1045.06999671459,5.8677419176205
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1045.06999671459,5.8677419176205
22,20,25,2,26.0699996948242,56.9900002479553,292.209999084473,87.1900005340576,1031.08999717236,5.82437836291218
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1045.06999671459,5.8677419176205
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1045.06999671459,5.8677419176205
22,20,26,2,26.0699996948242,56.9900002479553,294.999999046326,87.1900005340576,1045.06999671459,5.8677419176205
22,20,25,2,26.0699996948242,56.9900002479553,292.209999084473,87.1900005340576,1031.08999717236,5.82437836291218
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,59,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2132.45999538898,8.46270586441399
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,59,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2132.45999538898,8.46270586441399
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
19,29,58,16,71.1999969482422,113.469995975494,522.609996795654,197.389999389648,2134.05999338627,8.46898036636412
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,53,62,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2422.41000366211,8.76663083725319
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,53,62,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2422.41000366211,8.76663083725319
16,53,62,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2422.41000366211,8.76663083725319
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,53,62,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2422.41000366211,8.76663083725319
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,53,62,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2422.41000366211,8.76663083725319
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
16,52,61,21,52.3800010681152,149.269999504089,589.230003356934,199.670001983643,2415.38000392914,8.74143370559379
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2121.13999426365,8.41831370313816
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,29,58,15,71.1999969482422,113.469995975494,518.859996795654,197.389999389648,2119.25999462605,8.41094115553972
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1322.82000029087,6.23853211174933
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1322.82000029087,6.23853211174933
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1322.82000029087,6.23853211174933
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1322.82000029087,6.23853211174933
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
19,25,31,6,58.7400016784668,94.2099981307983,432.019999504089,181.680000305176,1321.32000029087,6.23165137780437
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.160001277924,6.07336135441829
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.770001173019,6.07848740395691
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.770001173019,6.07848740395691
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.770001173019,6.07848740395691
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,680.290001630783,6.10491667931589
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,680.290001630783,6.10491667931589
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,680.290001630783,6.10491667931589
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,670.770001173019,6.07848740395691
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,680.290001630783,6.10491667931589
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,680.290001630783,6.10491667931589
25,9,12,4,30.9799995422363,57.2500006146729,296.900000572205,108.5,680.290001630783,6.10491667931589
18,16,27,16,59.2099990844727,118.549999237061,558.779998779297,185.770000457764,1288.23999834061,8.52846152668532
18,16,27,16,59.2099990844727,118.549999237061,558.779998779297,185.770000457764,1288.23999834061,8.52846152668532
18,16,27,16,59.2099990844727,118.549999237061,558.779998779297,185.770000457764,1288.23999834061,8.52846152668532
18,16,27,16,59.2099990844727,118.549999237061,558.779998779297,185.770000457764,1288.23999834061,8.52846152668532
18,16,27,16,59.2099990844727,118.549999237061,558.779998779297,185.770000457764,1288.23999834061,8.52846152668532
18,16,27,16,59.2099990844727,118.549999237061,558.779998779297,185.770000457764,1288.23999834061,8.52846152668532
18,16,27,16,59.2099990844727,118.549999237061,558.779998779297,185.770000457764,1288.23999834061,8.52846152668532
18,16,27,16,59.2099990844727,118.549999237061,558.779998779297,185.770000457764,1288.23999834061,8.52846152668532
18,16,27,16,59.2099990844727,118.549999237061,558.779998779297,185.770000457764,1288.23999834061,8.52846152668532
18,16,27,16,59.2099990844727,118.549999237061,558.779998779297,185.770000457764,1288.23999834061,8.52846152668532
18,16,27,16,59.2099990844727,118.549999237061,558.779998779297,185.770000457764,1288.23999834061,8.52846152668532
18,16,27,16,59.2099990844727,118.549999237061,558.779998779297,185.770000457764,1288.23999834061,8.52846152668532
